company_name,display_name,year,round,google_drive_link
Shippo,Shippo - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1gDzvmE7-7XLkKxqEd-_JAqz0hj0GnXR4/view
Shoelace,Shoelace - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1HErO42KxiRRSgzNHSE1tyj3myozs5bov/view
Shokunin-san.com,Shokunin-san.com - 2018,2018,,https://drive.google.com/file/d/1gqYKi3MaEF3zsQ24mpOr1nj0Vf0HUi9_/view
Shopify,Shopify - 2016,2016,,https://drive.google.com/file/d/1eL48l5fYCfM5B9XEMhMz44eWZv1K53Z8/view
Shopline,Shopline - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/16CKgahl34QsDhSyw642VkjZ-4j6FVmAJ/view
Shrug Capital IV,Shrug Capital IV - 2021,2021,,https://drive.google.com/file/d/1YW49hAXnb046gblquw5Rt0N8AHzs9V4y/view
SickWeather,SickWeather - 2017,2017,,https://drive.google.com/file/d/1krlLvTIuzyIi78Y8IuBIKY7CHhrpWPfF/view
Sideline Swap,Sideline Swap - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1AnF--eUED9DV2QYdOcKVzxBVaLLOUvdH/view
SilkRoad Images,SilkRoad Images - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1jdJuWwc9k7_xVZ0cGcEpyATj8XHyMxam/view
Silvernest,Silvernest - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1Lpu1hS-mYbJhWFLp3IbkyO7_CL6GfQE0/view
Simplifimed,Simplifimed - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1HQrEWm_Cm54FkMrHpNqjpnStgTfyr1bR/view
Simpliroute,Simpliroute - 2016,2016,,https://drive.google.com/file/d/1DoL4JG-nWzTB_WAOXb26UM3ZChFTojcm/view
SimplyInsight (formerly Uplette),SimplyInsight (formerly Uplette) - 2014,2014,,https://drive.google.com/file/d/1UHp6DhG0pOoGOEoqi5_Gog8EWaDcfjVx/view
Sira Medical,Sira Medical - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/12gvJIpWiThyxIggXkwmiet67phdl2itv/view
Siren Care,Siren Care - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/11igRvrMSoq7mqe-fz3sqFeAFrSsxHkhq/view
Skeyecode,Skeyecode - 2018,2018,,https://drive.google.com/file/d/1uGv1AGy5gYPsDv6LCL0P-BVScE_lo8lF/view
Skymind,Skymind - Series A,,Series A,https://drive.google.com/file/d/1Ipt0K8sg5TcCG16AjMSNoF497melhk-v/view
Slidebean,Slidebean - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/14xb0GsQQSX_YlrNDMVAt0tZAGFjrUnTj/view
SmartHost,SmartHost - Pre-Seed,,Pre-Seed,https://drive.google.com/file/d/1OI8tJatuctfMWPt4tLzvGDQom7ZBT-cq/view
SmartRecruiters,SmartRecruiters - 2019 - Series D,2019,Series D,https://drive.google.com/file/d/1TqHigk5h0RV2ywl8gJK_4wl2ILHn2iuP/view
Snapchat,Snapchat - 2013 - Pre-Seed,2013,Pre-Seed,https://drive.google.com/file/d/1LIpCCSCxMLnQmpR1hjw9uY9FByCAXmaL/view
Snapchat,Snapchat - 2013 - Pre-Seed,2013,Pre-Seed,https://drive.google.com/file/d/1LIpCCSCxMLnQmpR1hjw9uY9FByCAXmaL/view
Snapshift,Snapshift - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1esac41gVoCTD2ERZeknU4EAxGfohIp_L/view
So Sure,So Sure - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1n5NMO1pwG3kP5c84Mqzk8bUrcyOE_4R2/view
SOFY.AI,SOFY.AI - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1gyvJekfGNnoWCu2wneT084ysShC1S8W_/view
SolChicks Pitch Deck (2022),SolChicks Pitch Deck (2022) - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1SjH0JmOehk4uS0u-0FINS5rRSifRrURl/view
Solidarium,Solidarium - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1bs75qnoI0XDw8dkXtHhZkJKOnI552dQC/view
Solo Funds,Solo Funds - 2023 - Series A,2023,Series A,https://drive.google.com/file/d/16W9D_rT8FXtE44WP2w9Q5Si9poFSh2ud/view
Sonder,Sonder - 2019 - Series D,2019,Series D,https://drive.google.com/file/d/1sQ80ZlcWThh-nS-uvAHvtYV0sKasj9Nc/view
Soundwave,Soundwave - 2013 - Series A,2013,Series A,https://drive.google.com/file/d/1MvlL6ngkNyMPpMY3HfrOpL6_EZ2lEAqq/view
Sourceeasy,Sourceeasy - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1lxWkBAcuD101FYEqujT5hD8V-I9vgfa3/view
Sparrow,Sparrow,,,https://drive.google.com/file/d/1K5rByBXcCyWUKSXVVwu_skOKHS1M41_0/view
Speedlancer,Speedlancer - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1qM9Xvo0M-IuqXaIQNv3lhWH-Y-V6cqYX/view
SportHold,SportHold - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1UqF2ROineWMWHIsdCRG7_dgyVj978T41/view
Spotify,Spotify - 2012,2012,,https://drive.google.com/file/d/12a9GLkVJ3l8g44OypiAUOndmyW_1A-TW/view
Sqoop,Sqoop - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1TlFOXMzBUmNr82eOOAbHyDNhgTzDRsMC/view
Squadle,Squadle - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1LsXapgmkFfTif0WLjoi3odFQESpHvE-O/view
Square,Square - 2012 - Series D,2012,Series D,https://drive.google.com/file/d/1LhGKWY6yjSPEIEAFLiAXXHDG0p_OemXD/view
Squire,Squire - 2022 - Series D,2022,Series D,https://drive.google.com/file/d/1frADeceoi5m--zb8mg0Go6-GoJxwTWbU/view
StackCommerce,StackCommerce - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1I8I02od1vVKNJx9lQ0rYpXQa0xEgjVPp/view
StackShare,StackShare - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1ozEBbG0pd4J7WSfl8Lflhy3YDGqj2d-a/view
Starburst,Starburst - 2022 - Series D,2022,Series D,https://drive.google.com/file/d/1JHEjbzTforOXKrP-n15r7yY6xqX66OR1/view
Statsbot,Statsbot - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/17CUQcSo7z8oJr1wFXovqKsc18GTE0MvX/view
SteadyBudget (Shape Integrated Software),SteadyBudget (Shape Integrated Software),,,https://drive.google.com/file/d/1Ppjmn_nr-gRxn5ujgPgWUq0LiyaCCuyv/view
Stitch,Stitch - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1JbkO6_p3vmoesyZhv7kfhVjY3c6Fsxq4/view
Storygami,Storygami - 2015,2015,,https://drive.google.com/file/d/13IfJP919OW-wfuuM3S2ELS10qCd1QkiU/view
StreamLoan,StreamLoan - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/151OGE2ytfbLiNBY4Z2_8RUBvBWfKwzAT/view
StreetHawk,StreetHawk - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1CyGgKVniyM0EPho9v4sk7u-fCrPHwpix/view
StudySoup,StudySoup - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1bbHClByaek29C_2bCTp18Vucyl6-odVs/view
Sunshine,Sunshine,,,https://drive.google.com/file/d/1TXK4E9heTztWYRnIVcx4jCB_CxCVoRD1/view
Super by Meta,Super by Meta - 2021,2021,,https://drive.google.com/file/d/1lU3azk8Nh8Im4QynzfmEMg5rKLVaEi05/view
SupplyHog,SupplyHog - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1ZA2iEu7434v8_QXdG7yYO-PuY6WZU9fo/view
SureGroup (formerly Surebids),SureGroup (formerly Surebids) - 2014,2014,,https://drive.google.com/file/d/11bwZEEV1PPY9LLWyJYtf8ZVOkZSNJdMv/view
Svastia by Cambridgene,Svastia by Cambridgene - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1UbdkdljJbdYv4hkHoKeua5znmv5uBR3E/view
Sverve,Sverve - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1yGUC_zbQ6scWgHwAXV_KTY-UYEDhQ_jp/view
SweepSouth,SweepSouth - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1TACMZ7PVZTtOBtw0nd0rt8r0ZA6I2cfN/view
Swept,Swept - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1C6uGwnz5mgs2ARNiaLBt7XrxPFBWB-NO/view
Synapse Mx,Synapse Mx - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1an-uVwC14KaKZwB3MZLXp6PIIK2nsAfW/view
T&J Designs,T&J Designs - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/1Wr5c02amCbXV47b3dP1XKG51IN7t3BXM/view
Tag Monkey,Tag Monkey - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/16KVUUkWFbdoyaWLGF_5bus8RyKdjwBXT/view
Tagove,Tagove - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1cJswNxyZ2N4820HQRTa4b3_o96ic56hw/view
Talentbase,Talentbase - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/19JfP-pKwZxyl0NtpOHcfzu4CBXnEWhuC/view
Talkable,Talkable - 2012,2012,,https://drive.google.com/file/d/16MC2uiWgFsb_b3Xlb-LcQ3m2QEfxqApN/view
Talkdesk,Talkdesk - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1zJl2QDxuPnc7aAyY-kc-CynnDTLgnNFR/view
Tallyfy,Tallyfy - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1wP_mx07Zm-s6yd4HbC0Y8-FKJxhqMffA/view
Tamatem,Tamatem - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1jdV4drykmL4x7muYFLXR6IMB8IFh3gvw/view
Tappur,Tappur - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1d9t-UIFfU5fzfePZP5-Y2qKIjfgRElDU/view
Task.ly,Task.ly,,,https://drive.google.com/file/d/197p7Ug-dCNi9h7xhnL8rhs7pJhAbGiS_/view
Tealet,Tealet - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1n-Qan8WgSDiKpNrDXAVv1lMkIwpfa2zU/view
Teleport,Teleport - 2016,2016,,https://drive.google.com/file/d/1q8tETiUZUJ_POLYZOfpbYeyKbxRdvV6M/view
Tesla,Tesla - 2011,2011,,https://drive.google.com/file/d/1zMSECUQc24on9e4zHjC87Wm2-N40IH8J/view
The Pill Club,The Pill Club - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/1iLa3g13XlRowXma_LED3nRrctWbGt8Ko/view
Theranos,Theranos - 2006 - Series C,2006,Series C,https://drive.google.com/file/d/1uCcoJs3zTL3LI3Wm03jFQsySEyM4sHMV/view
Thinknum,Thinknum - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1rg51I_l9sP6wmpk4A0Kfbi-ZGPb49BRF/view
Tinder,Tinder - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1-iy59fS9Cq30SIrd8KM1FUPB_Sskpylf/view
Tokyo Techie,Tokyo Techie - 2018 - Pre-Seed,2018,Pre-Seed,https://drive.google.com/file/d/172kuXnkxAvNwQX6tV29H5UWnkgeKU8It/view
Top Doctors,Top Doctors - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1UTD_nrlYPs1rAJ6lJZaWR2kF9Geq_19k/view
TopHatch,TopHatch - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/14uUVGZRG7Lxq-1_OJl12C15Zp61Xq6RA/view
Totspot,Totspot - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1CHq5M30XDfaF5KMNfLhM52b5LgKUMYx3/view
TouristEye,TouristEye - 2011,2011,,https://drive.google.com/file/d/1sAc2jBmWEVjepokGO5UcqP8qQYlcY602/view
Trace Air,Trace Air - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1w2HfI413geOl072WpdRY08DH0OVthh7l/view
Tradespace,Tradespace - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1noHTCGmrRFqsv8eP5aXX3Rn7JXY0qZRl/view
TransferWise,TransferWise - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1OWffPMQHuCo331H24Le74A2gL0uymn89/view
Trash Warrior,Trash Warrior - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/1IIuxKnCBMlxxaRcf0gVQL_lgdFNA3ZHb/view
TRDATA,TRDATA - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1C40HdXpVUJMzYuSxnQUpx4tDffok9mLp/view
TruckTrack,TruckTrack,,,https://drive.google.com/file/d/1-o_S1Pg2mEVjO-Cd82ICWoI_z4ppDxXO/view
True Care 24,True Care 24 - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1C9RX9uRS5qL2zYPhUxeH65fnYwrKnv_f/view
Trumid,Trumid - 2018 - Series C,2018,Series C,https://drive.google.com/file/d/1jaGOiCFuier5C4tMWl0Ssmv0zpyY9LUU/view
TrustCloud,TrustCloud - 2010,2010,,https://drive.google.com/file/d/1tlsIzmgQ7MEeo9zAsr-imQuhchk-x4pb/view
Tushky,Tushky - 2011 - Seed,2011,Seed,https://drive.google.com/file/d/13iBVFULhhADtDojqKIb7Dw2nvfymGIGI/view
Twilio,Twilio - 2010 - Series B,2010,Series B,https://drive.google.com/file/d/1oUF30fN8AyAkJ-u3dVzpFZHjoX_VPu5w/view
Twine,Twine - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1k0Ybk5u2G_znbfGZ3Uw553l7DhlW8Pax/view
Uber,Uber - 2008,2008,,https://drive.google.com/file/d/16vTT5tY0sB0s61iHbsQeDGsUloB1a-kr/view
uguru.me,uguru.me - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1SU6990_GLupkPmunRISpglwLlr7yT90w/view
Unicorn Skincare,Unicorn Skincare - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1wpnsBhCoVPdH98uKYGoCaj7VmAYaqQY2/view
UniPay,UniPay - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1UTdPHEZD6yJ0H45yk9T5g6opJqeZk3oQ/view
Up All Night,Up All Night - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1WuM8IjP5Le0gW7iUcEH_mOkwRKbWh1Yb/view
Urban Logiq,Urban Logiq - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1WfVnMwlVRqOwcnylTq3JE_NLSuoV6SB-/view
Usetrace,Usetrace - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1tlmpBGe-k435UGTY2VUL4noqrKu5yvow/view
Utrust,Utrust - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1QWKx01mrJWenBnO9ZhjWCWoP6YVi57Cd/view
UXCam,UXCam - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1FqoV4Gdi1LXlYwQXm_vCow28MvPeibAi/view
Vacayo,Vacayo - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1bTUbFGh-0B-VhjmT9GF0Ka964-s1Odon/view
VaiVolta,VaiVolta - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1MiKcpTmyL8IGHrbBkxS3ludYkOcd7cY2/view
Vango,Vango - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1n75qro-8TnUmRiX0KJIXK92iWuj7Ui1P/view
VCV,VCV - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1nq6E9Gv61ShYoReM758cul5zJaeEClTU/view
Venzee,Venzee - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1-n8-FffZLgkVEiVQ1uIa4ONEn3xor21c/view
Verbit,Verbit - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/18wDWB-u2WMc-jkBWdSwYdBbI_LfGxWxu/view
Vessel,Vessel - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1EA__wrXXomZZfi8iCLjqFoxDynt43hFZ/view
Vettery,Vettery - 2016 - Series A,2016,Series A,https://drive.google.com/file/d/1xK6UuZ3h3Dk6kZC5xe6jm57NrgmzMJXc/view
Via Global Health,Via Global Health - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1aoCWSfqkGwO2hhSXGGe8PlSWEcFcXv58/view
Vidcaster,Vidcaster - 2014 - Series A,2014,Series A,https://drive.google.com/file/d/1qa-B8O5SguRhp8M0aY97u1Us5c3HnafS/view
VideoSelfie (formerly Unda),VideoSelfie (formerly Unda) - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1fN1z3pKPqiZ6Etk4biqOdjsv-CE9oqW0/view
ViewMarket,ViewMarket,,,https://drive.google.com/file/d/1JSjonInd1JCy6aDD7IyBzgL6QaOI6abr/view
Village Defense,Village Defense - 2014,2014,,https://drive.google.com/file/d/1e9zeF1BNqVtW1OeJ5hBg6Zn2Llq3FK9w/view
Villoid,Villoid - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1mJGvb8YQbjXN-IUI2oGRaPq6JwUks-GY/view
Virect,Virect - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1ersBYyOUxf7FY9IAJQ7EefXyefmdSL_D/view
Visabot,Visabot - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1vQa9oW5GV1QswssxameuPz4elQk7Qo6D/view
Visiblee,Visiblee - 2014,2014,,https://drive.google.com/file/d/1nHXs-cvZYLiO3uKf5rfnKBcNbS0Yi5WV/view
Visionful,Visionful - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/14UyW0fkWhNpCyjjIx500Nxue-q-4MA67/view
VisionX,VisionX - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1GkAWENJs2IT8B5kKV52vCF6GAjpmS4oV/view
Voxeet,Voxeet - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1at9P1ysH9q_pKLzG-p86yHz2UzZSp6We/view
VR Motion,VR Motion - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1-HFDiOML2kemrCpGQZAbf8xaPBg3lSNL/view
Wayflyer,Wayflyer - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1q4oJ_79_YGqW8hImgYwKKDgp4nqS6ZG1/view
Waygo,Waygo - 2011 - Seed,2011,Seed,https://drive.google.com/file/d/1fhSUnMubGbw4aKJ-mmQUSARWUuJUATHx/view
Wealthsimple,Wealthsimple - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1NQ5u4F8nxkEq3HMk_uBTUtL2DAqap77r/view
WeddingLovely,WeddingLovely - Seed,,Seed,https://drive.google.com/file/d/19Wz-NdAPm9h0EAwDyiHcMYKTUhqryWPK/view
WeDidIt,WeDidIt - 2016,2016,,https://drive.google.com/file/d/1cykdz-HPZgYXQIfGCJXKyc8Q_oeoX4KK/view
WeFitter,WeFitter - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1t6io9bajnzkgA7-z1mq348auGBsVDMtW/view
WellTrack,WellTrack - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1XUQudJn-ySU3UbKpUzKOJoqI3sL2hGYG/view
WePlann,WePlann - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/19HyV-CrqHfvyMIw2fpaq8pDhPxbxMmp0/view
WeTipp,WeTipp - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1TYkt8wCDZYoQ9JxomWG-fOKN8ih05FTi/view
WeWork,WeWork - 2014 - Series D,2014,Series D,https://drive.google.com/file/d/1q6RTlIQP5QdFFPsfnnD0vtOWHMVKgrKi/view
Whiplash,Whiplash - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1VUlFD77FOI1eSv2YYKGtB_QlI-M6BVpR/view
Winnie,Winnie - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1xOq1-uf88UxYz6j1TEv47g9bV-xgd7qr/view
Wise,Wise - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1KcG7PXRFNo9OxkneovC5CEyC4WDYLA8F/view
WoowUp,WoowUp - 2013,2013,,https://drive.google.com/file/d/1Qj3lqxSnrnk-ZkFjONTmg9TNLK886ER1/view
Work Genius,Work Genius - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1EDuM_xlUfn2D1Gv1IFO2WmXoSj88rScW/view
Worklete,Worklete - 2018 - Series A,2018,Series A,https://drive.google.com/file/d/1f5jnnYcHrPiE7A5ydJiD2w44ebypjpCF/view
Worthix,Worthix - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1ipb3w8pFQCGWpzqD5_0NaboDMiDl_m98/view
Wunderlist,Wunderlist - 2013 - Series B,2013,Series B,https://drive.google.com/file/d/1LdvfJp8oFjMKTO1VgTiuCC6P3UOM_zJx/view
Yalochat,Yalochat - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1D6sRvP26Cem-uZpx3ncSUMlIRjKUgKfW/view
Yammer,Yammer - 2011 - Series D,2011,Series D,https://drive.google.com/file/d/1YrIcVBGoWymnryCy2frnW2VHMlpEvLzX/view
Yaydoo,Yaydoo - 2020,2020,,https://drive.google.com/file/d/1iNai1AOd47QGOg2O37FARIyvGobISelT/view
YayPay,YayPay - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1uXYhYtuc9GzEmlR6lyt-WgYXdoIuBcGF/view
Yellowdig,Yellowdig - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1TNbtOCKsAuiiZu7rzJgDuCtSP2OcDlFB/view
YogaTrail,YogaTrail - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1PBdS5al23EfX_BxGa4yRa61O_Ph5iJYz/view
Youtube,Youtube - 2005 - Series A,2005,Series A,https://drive.google.com/file/d/1MNzj1TTFuXDYJzXyIKkSOHS8nW5908tj/view
ZendyHealth,ZendyHealth - 2012,2012,,https://drive.google.com/file/d/1wtIx55JG5ncIODjtZqpZ_mFEPY3qG2tR/view
Zentist,Zentist - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1zoAaoZviaN3eoeJxEfe4bWG_eMdk5k-J/view
Zestful,Zestful - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1oE2Fm6YtbMnRR_KfbiL5RNp4jchUNLLg/view
ZIO Studios,ZIO Studios - 2011 - Series A,2011,Series A,https://drive.google.com/file/d/14cutiTXXbyZh6601DHZzRzjKiAtnioPa/view
Zootrock,Zootrock - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1eo_t56WLOZZ5AwFCWqNK92SoDDe4qpiy/view
Zyudly labs,Zyudly labs - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/17qGfD4NnYn5XkT6pGJLDT-e8U6mzHabF/view
